thread_id,title,youtube_url,lap,turn,fault_pct_driver_a,fault_pct_driver_b,ruling,reason
22764,Exit Vortex Contact,https://youtu.be/eo8duo9dkaw,36,10,0,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22765,T13 Divebomb - Blind Spot Pass,https://youtu.be/j3b3hq02ex9,43,13,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22766,Exit Vortex Contact,https://youtu.be/hoipwqdeks3,35,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22767,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/h2xaga1ln9z,45,straight,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22768,Brake Test Divebomb,https://youtu.be/m4jy8z6y7lf,27,8,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
22769,Brake Test Divebomb,https://youtu.be/0ki2xxlxtbs,17,11,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22770,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/ctsp7wglvy1,4,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22771,Rejoin Unsafe After Spin,https://youtu.be/91jtuqigrg4,12,straight,0,20,Spinner Fault,Rejoined without checking mirrors
22772,Apex Cut - Track Limits,https://youtu.be/4x171zodidt,39,12,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
22773,Exit Vortex Contact,https://youtu.be/8wojr0t5mc9,3,2,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22774,T9 Divebomb - Blind Spot Pass,https://youtu.be/zrap2akyua7,32,9,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22775,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/h7frnclk7w9,32,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22776,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/jm2ka0sqrfv,17,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22777,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/fv4wh3oanlp,46,straight,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22778,Netcode Yeet on Exit,https://youtu.be/6zm2cx1jc4b,6,straight,70,30,Racing Incident,"Server replay clean, client lag artifact"
22779,Kerb Strike Oversteer,https://youtu.be/llrsr9mf9d5,48,straight,20,0,Inside Driver Fault,Excessive kerb use caused snap
22780,Exit Vortex Contact,https://youtu.be/ungl16ejht4,13,6,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22781,Apex Cut - Track Limits,https://youtu.be/t1pidgy6nkn,44,4,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
22782,Exit Vortex Contact,https://youtu.be/ycmh28rjhqi,5,11,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22783,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/813rpuozby5,17,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22784,Straight Weave Block,https://youtu.be/cx0pe5deojg,21,straight,100,0,Defender Fault,Two moves on straight - One Move Rule violation
22785,Rejoin Unsafe After Spin,https://youtu.be/auhwz79z3k0,36,1,85,15,Spinner Fault,Rejoined without checking mirrors
22786,T11 Divebomb - Blind Spot Pass,https://youtu.be/7mwd7e39244,43,11,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22787,Outside Pass Late Commitment,https://youtu.be/iyprtmc9yi8,25,straight,80,20,Outside Driver Fault,Not visible at apex - Exit Vortex
22788,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/xaqphtefm6s,40,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22789,Brake Test Divebomb,https://youtu.be/fwstq4jmk1s,15,straight,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
22790,Track Limits Abuse Repeat,https://youtu.be/9zw2nyvcamd,4,straight,20,0,Offender Fault,4th violation - repeated apex cuts
22791,Exit Vortex Contact,https://youtu.be/tuq8ydqpmdt,36,3,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22792,Brake Test Divebomb,https://youtu.be/5lg2zs3zk3e,28,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22793,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/britd0ojyiz,8,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22794,Apex Cut - Track Limits,https://youtu.be/sp5otye8fwj,33,6,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
22795,Straight Weave Block,https://youtu.be/choi45k9eom,25,straight,70,30,Defender Fault,Two moves on straight - One Move Rule violation
22796,Brake Test Divebomb,https://youtu.be/632rba9bjxq,10,straight,95,5,Overtaker Fault,Late dive under braking - no peripheral vision
22797,Exit Vortex Contact,https://youtu.be/madl3rd3kr6,34,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22798,Straight Weave Block,https://youtu.be/dozzha8ncx3,12,1,95,5,Defender Fault,Two moves on straight - One Move Rule violation
22799,Track Limits Abuse Repeat,https://youtu.be/cuy8f5t654s,47,6,95,5,Offender Fault,4th violation - repeated apex cuts
22800,Brake Test Divebomb,https://youtu.be/1vb3e7la35t,36,straight,95,5,Overtaker Fault,Late dive under braking - no peripheral vision
22801,Exit Vortex Contact,https://youtu.be/bwvhr00rw1q,42,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22802,Brake Test Divebomb,https://youtu.be/rndgvp4bhg7,42,4,70,30,Overtaker Fault,Late dive under braking - no peripheral vision
22803,Rejoin Unsafe After Spin,https://youtu.be/hdfwam93i1z,38,straight,100,0,Spinner Fault,Rejoined without checking mirrors
22804,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/im0769tj64m,25,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22805,T12 Divebomb - Blind Spot Pass,https://youtu.be/h20qgww4wx4,7,12,20,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22806,T3 Divebomb - Blind Spot Pass,https://youtu.be/n2uwn8m1fs0,29,3,20,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22807,Brake Test Divebomb,https://youtu.be/cwo1dawf2qy,47,1,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22808,Exit Vortex Contact,https://youtu.be/hznfrtgg4tm,23,1,20,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22809,Netcode Yeet on Exit,https://youtu.be/qu7furw46cc,48,10,100,0,Racing Incident,"Server replay clean, client lag artifact"
22810,T9 Divebomb - Blind Spot Pass,https://youtu.be/2613qsmh0lr,11,9,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22811,Netcode Yeet on Exit,https://youtu.be/rh5o0m89k1s,20,4,70,30,Racing Incident,"Server replay clean, client lag artifact"
22812,Exit Vortex Contact,https://youtu.be/n0kgh5nbjxs,33,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22813,Straight Weave Block,https://youtu.be/u56s0749wxf,36,straight,90,10,Defender Fault,Two moves on straight - One Move Rule violation
22814,Outside Pass Late Commitment,https://youtu.be/ydsguw7smoc,21,2,20,20,Outside Driver Fault,Not visible at apex - Exit Vortex
22815,Exit Vortex Contact,https://youtu.be/kprs9mj3ho7,14,8,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22816,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/byfzi7vr8a0,38,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22817,Track Limits Abuse Repeat,https://youtu.be/2p8leyl12cj,37,10,100,0,Offender Fault,4th violation - repeated apex cuts
22818,Straight Weave Block,https://youtu.be/0f8sx764yoa,9,15,80,20,Defender Fault,Two moves on straight - One Move Rule violation
22819,Apex Cut - Track Limits,https://youtu.be/323h41drvx2,10,straight,85,15,Inside Driver Fault,"Cut apex, forced outside car wide"
22820,Kerb Strike Oversteer,https://youtu.be/v897lsjj8sv,21,2,95,5,Inside Driver Fault,Excessive kerb use caused snap
22821,Apex Cut - Track Limits,https://youtu.be/fsc8cwgjqnx,26,7,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
22822,T10 Divebomb - Blind Spot Pass,https://youtu.be/o4fu0xddsnf,43,10,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22823,T5 Divebomb - Blind Spot Pass,https://youtu.be/7oylbeheeni,43,5,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22824,Apex Cut - Track Limits,https://youtu.be/kvmukcd1y3v,19,straight,70,30,Inside Driver Fault,"Cut apex, forced outside car wide"
22825,Rejoin Unsafe After Spin,https://youtu.be/sdnkuafni7d,20,straight,80,20,Spinner Fault,Rejoined without checking mirrors
22826,Brake Test Divebomb,https://youtu.be/xs4uvzd5krk,42,11,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
22827,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/4soagzd501r,40,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22828,Apex Cut - Track Limits,https://youtu.be/g82jchqm6kp,17,straight,85,15,Inside Driver Fault,"Cut apex, forced outside car wide"
22829,T4 Divebomb - Blind Spot Pass,https://youtu.be/38ng82gn8yw,47,4,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22830,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/pzy9k95dfiv,29,straight,0,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22831,Rejoin Unsafe After Spin,https://youtu.be/msc10uhxr6v,16,straight,90,10,Spinner Fault,Rejoined without checking mirrors
22832,Exit Vortex Contact,https://youtu.be/pmxb2mho7e9,39,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22833,Exit Vortex Contact,https://youtu.be/gnh8mopdzme,41,1,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22834,Netcode Yeet on Exit,https://youtu.be/aft96t7tu76,30,straight,70,30,Racing Incident,"Server replay clean, client lag artifact"
22835,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/0lr0iisucvs,4,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22836,Outside Pass Late Commitment,https://youtu.be/wticmjome7m,42,straight,85,15,Outside Driver Fault,Not visible at apex - Exit Vortex
22837,Straight Weave Block,https://youtu.be/m8k12fw871x,2,straight,0,20,Defender Fault,Two moves on straight - One Move Rule violation
22838,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/6scr40n18d8,18,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22839,T1 Divebomb - Blind Spot Pass,https://youtu.be/u7cn5p6ytyq,16,1,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22840,Brake Test Divebomb,https://youtu.be/k9b8aezberp,4,11,85,15,Overtaker Fault,Late dive under braking - no peripheral vision
22841,Straight Weave Block,https://youtu.be/9j3bdzcrir8,9,straight,90,10,Defender Fault,Two moves on straight - One Move Rule violation
22842,Netcode Yeet on Exit,https://youtu.be/peru0y7d647,12,straight,20,0,Racing Incident,"Server replay clean, client lag artifact"
22843,Outside Pass Late Commitment,https://youtu.be/c431zvh1nql,4,7,20,0,Outside Driver Fault,Not visible at apex - Exit Vortex
22844,Exit Vortex Contact,https://youtu.be/oifrkvgmrnw,9,13,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22845,Brake Test Divebomb,https://youtu.be/0fj8ggmqedm,33,6,70,30,Overtaker Fault,Late dive under braking - no peripheral vision
22846,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/i3555gksehx,49,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22847,Apex Cut - Track Limits,https://youtu.be/um8owqpiwo5,22,15,20,20,Inside Driver Fault,"Cut apex, forced outside car wide"
22848,Brake Test Divebomb,https://youtu.be/xtxzsxwj346,27,14,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22849,Brake Test Divebomb,https://youtu.be/yfmyyu58t9k,8,8,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
22850,Exit Vortex Contact,https://youtu.be/99r19tbiece,14,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22851,Brake Test Divebomb,https://youtu.be/vfgz304cwt8,3,5,20,20,Overtaker Fault,Late dive under braking - no peripheral vision
22852,Exit Vortex Contact,https://youtu.be/rn4ef3d29sw,15,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22853,Exit Vortex Contact,https://youtu.be/6wnn6t1xt3l,11,1,20,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22854,Brake Test Divebomb,https://youtu.be/zmrbyuib4zn,40,straight,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
22855,Brake Test Divebomb,https://youtu.be/ooisfm4e9z4,3,13,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
22856,Kerb Strike Oversteer,https://youtu.be/6xh6xzkbkys,32,straight,100,0,Inside Driver Fault,Excessive kerb use caused snap
22857,Brake Test Divebomb,https://youtu.be/2wrwa8uaj0z,26,straight,85,15,Overtaker Fault,Late dive under braking - no peripheral vision
22858,Brake Test Divebomb,https://youtu.be/p1287k3dbcd,28,12,70,30,Overtaker Fault,Late dive under braking - no peripheral vision
22859,Straight Weave Block,https://youtu.be/dtd19l2y3i0,12,3,80,20,Defender Fault,Two moves on straight - One Move Rule violation
22860,Brake Test Divebomb,https://youtu.be/63kv7p9nyf4,10,9,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22861,T8 Divebomb - Blind Spot Pass,https://youtu.be/p2fk0c92vm6,32,8,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22862,Apex Cut - Track Limits,https://youtu.be/j5akcsgv4zq,14,straight,85,15,Inside Driver Fault,"Cut apex, forced outside car wide"
22863,Exit Vortex Contact,https://youtu.be/9rj9b8pr5nd,35,12,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22864,Exit Vortex Contact,https://youtu.be/j7ujizdt9l4,49,12,20,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22865,Straight Weave Block,https://youtu.be/v5cg73n6yvf,5,straight,85,15,Defender Fault,Two moves on straight - One Move Rule violation
22866,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/5nhqlo7dhi9,28,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22867,T14 Divebomb - Blind Spot Pass,https://youtu.be/0vm5kjs06up,12,14,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22868,Exit Vortex Contact,https://youtu.be/xojz8b7chhi,17,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22869,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/kzdotfq9z9y,4,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22870,Brake Test Divebomb,https://youtu.be/mbdzpe8qvgs,27,straight,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
22871,Netcode Yeet on Exit,https://youtu.be/77wikh5ck39,37,straight,80,20,Racing Incident,"Server replay clean, client lag artifact"
22872,Track Limits Abuse Repeat,https://youtu.be/dr50jawao7v,29,2,0,20,Offender Fault,4th violation - repeated apex cuts
22873,Exit Vortex Contact,https://youtu.be/ie8c1wrc3w1,26,15,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22874,Apex Cut - Track Limits,https://youtu.be/wvwwn9mrf7x,43,straight,95,5,Inside Driver Fault,"Cut apex, forced outside car wide"
22875,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/99s13930jfs,15,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22876,T13 Divebomb - Blind Spot Pass,https://youtu.be/zovqd78304q,40,13,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22877,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/zk916nyvu7j,16,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22878,T2 Divebomb - Blind Spot Pass,https://youtu.be/86d5arjyys8,47,2,20,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22879,T10 Divebomb - Blind Spot Pass,https://youtu.be/rw4seawrd2t,43,10,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22880,Track Limits Abuse Repeat,https://youtu.be/c9r649bdjyu,31,straight,100,0,Offender Fault,4th violation - repeated apex cuts
22881,Brake Test Divebomb,https://youtu.be/3xtfly5oie2,24,11,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22882,Exit Vortex Contact,https://youtu.be/sqmkf57z69q,14,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22883,Exit Vortex Contact,https://youtu.be/ho2y55iye6i,20,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22884,Netcode Yeet on Exit,https://youtu.be/br2mwfl2cy8,14,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
22885,Straight Weave Block,https://youtu.be/js8rntkwu4o,39,straight,80,20,Defender Fault,Two moves on straight - One Move Rule violation
22886,Netcode Yeet on Exit,https://youtu.be/bd4eovcrgtd,45,straight,85,15,Racing Incident,"Server replay clean, client lag artifact"
22887,Outside Pass Late Commitment,https://youtu.be/t0m1dpqqy3s,21,straight,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
22888,T1 Divebomb - Blind Spot Pass,https://youtu.be/ttak271e5q0,44,1,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22889,Exit Vortex Contact,https://youtu.be/7sjasrv1rl4,9,3,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22890,T8 Divebomb - Blind Spot Pass,https://youtu.be/yy7l7l8c6ln,10,8,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22891,Exit Vortex Contact,https://youtu.be/rn43p067jey,33,6,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22892,Brake Test Divebomb,https://youtu.be/ykze5ac8lys,42,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22893,Brake Test Divebomb,https://youtu.be/62ed9i8fd97,27,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22894,Rejoin Unsafe After Spin,https://youtu.be/l35u8iksi46,45,straight,0,20,Spinner Fault,Rejoined without checking mirrors
22895,Exit Vortex Contact,https://youtu.be/zb3rov3f9qd,47,14,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22896,Exit Vortex Contact,https://youtu.be/7w223vfozd5,46,4,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22897,Straight Weave Block,https://youtu.be/6cwfx20r1xr,2,straight,90,10,Defender Fault,Two moves on straight - One Move Rule violation
22898,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/7ohm5ol5itr,41,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22899,Exit Vortex Contact,https://youtu.be/z6zdjzrf50m,19,15,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22900,T2 Divebomb - Blind Spot Pass,https://youtu.be/jxu50aaj5fj,30,2,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22901,T12 Divebomb - Blind Spot Pass,https://youtu.be/pr84qq4o83h,11,12,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22902,Exit Vortex Contact,https://youtu.be/8hlij1m65g9,49,9,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22903,Exit Vortex Contact,https://youtu.be/r05dqbexu07,17,11,20,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22904,Straight Weave Block,https://youtu.be/imc8fs55na2,40,straight,100,0,Defender Fault,Two moves on straight - One Move Rule violation
22905,Rejoin Unsafe After Spin,https://youtu.be/fpr18umsxnm,45,15,80,20,Spinner Fault,Rejoined without checking mirrors
22906,Exit Vortex Contact,https://youtu.be/omnq1qvkmor,20,11,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22907,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/e0o2wic5sua,30,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22908,Exit Vortex Contact,https://youtu.be/hry8kt266jq,7,14,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22909,Exit Vortex Contact,https://youtu.be/d5ovrzlsc4g,6,1,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22910,Track Limits Abuse Repeat,https://youtu.be/ugsxe745jdu,40,straight,70,30,Offender Fault,4th violation - repeated apex cuts
22911,Apex Cut - Track Limits,https://youtu.be/03zydln12bz,23,7,70,30,Inside Driver Fault,"Cut apex, forced outside car wide"
22912,Straight Weave Block,https://youtu.be/nmwifbjodfo,22,2,100,0,Defender Fault,Two moves on straight - One Move Rule violation
22913,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/kx3d9dl7q47,11,straight,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22914,Rejoin Unsafe After Spin,https://youtu.be/fztdxv4y0y4,49,straight,85,15,Spinner Fault,Rejoined without checking mirrors
22915,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/2uyc1zm7d8q,23,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22916,T11 Divebomb - Blind Spot Pass,https://youtu.be/w60xwdmr36u,37,11,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22917,Rejoin Unsafe After Spin,https://youtu.be/5o813zfe3xr,18,straight,80,20,Spinner Fault,Rejoined without checking mirrors
22918,Exit Vortex Contact,https://youtu.be/p11dpe2w0r0,35,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22919,Apex Cut - Track Limits,https://youtu.be/f1tf5nx32bd,25,5,20,0,Inside Driver Fault,"Cut apex, forced outside car wide"
22920,T8 Divebomb - Blind Spot Pass,https://youtu.be/j1uyseijumw,6,8,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22921,T7 Divebomb - Blind Spot Pass,https://youtu.be/mn0txyyfwwa,32,7,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22922,T9 Divebomb - Blind Spot Pass,https://youtu.be/hkp44aikpmb,23,9,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22923,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/2t63fxhhd7l,12,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22924,Straight Weave Block,https://youtu.be/hxsl2rx2ubf,21,1,90,10,Defender Fault,Two moves on straight - One Move Rule violation
22925,Outside Pass Late Commitment,https://youtu.be/8lmb6r9jswm,40,straight,90,10,Outside Driver Fault,Not visible at apex - Exit Vortex
22926,Exit Vortex Contact,https://youtu.be/bww3iieoini,6,4,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22927,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/a1jfxcumua0,45,straight,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22928,Netcode Yeet on Exit,https://youtu.be/66vo4v7p9ir,21,15,100,0,Racing Incident,"Server replay clean, client lag artifact"
22929,T3 Divebomb - Blind Spot Pass,https://youtu.be/9pcmy4yllvh,10,3,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22930,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/ulzy5l7ypp3,15,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22931,Brake Test Divebomb,https://youtu.be/sk77pxpvivt,27,15,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22932,Kerb Strike Oversteer,https://youtu.be/0k3zv06qeg9,16,12,85,15,Inside Driver Fault,Excessive kerb use caused snap
22933,Netcode Yeet on Exit,https://youtu.be/hzeq66hq360,41,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
22934,T12 Divebomb - Blind Spot Pass,https://youtu.be/k3m5h1h745n,40,12,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22935,Brake Test Divebomb,https://youtu.be/2s33fjlce79,13,8,70,30,Overtaker Fault,Late dive under braking - no peripheral vision
22936,Exit Vortex Contact,https://youtu.be/tnncgz7rmj8,34,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22937,Straight Weave Block,https://youtu.be/lpsxohicges,28,straight,70,30,Defender Fault,Two moves on straight - One Move Rule violation
22938,T8 Divebomb - Blind Spot Pass,https://youtu.be/cpj6j37c5pn,25,8,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22939,Exit Vortex Contact,https://youtu.be/d64azzxqym2,9,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22940,Straight Weave Block,https://youtu.be/kl0fbq040bb,39,straight,80,20,Defender Fault,Two moves on straight - One Move Rule violation
22941,Exit Vortex Contact,https://youtu.be/gh5xkldr67k,11,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22942,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/r1y84ksll5w,2,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22943,T2 Divebomb - Blind Spot Pass,https://youtu.be/mv354koh5hc,35,2,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22944,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/5958p23lwma,34,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22945,Track Limits Abuse Repeat,https://youtu.be/u0a1b0nnmay,41,13,0,20,Offender Fault,4th violation - repeated apex cuts
22946,T4 Divebomb - Blind Spot Pass,https://youtu.be/k81z4nm09rx,37,4,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22947,Rejoin Unsafe After Spin,https://youtu.be/trwu88d5sda,31,straight,85,15,Spinner Fault,Rejoined without checking mirrors
22948,Exit Vortex Contact,https://youtu.be/p2ayaozcwsx,22,15,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22949,T3 Divebomb - Blind Spot Pass,https://youtu.be/j24z9krhgv2,33,3,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
22950,Straight Weave Block,https://youtu.be/j2ajcprgws6,2,straight,90,10,Defender Fault,Two moves on straight - One Move Rule violation
22951,Brake Test Divebomb,https://youtu.be/abaiql7tvbk,12,3,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
22952,Exit Vortex Contact,https://youtu.be/8vys4axjwnd,29,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22953,Exit Vortex Contact,https://youtu.be/s0d9xjxpi3x,37,straight,95,5,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
22954,Track Limits Abuse Repeat,https://youtu.be/xcir7tydzgt,12,straight,100,0,Offender Fault,4th violation - repeated apex cuts
